"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES"
"USC00106152","MOSCOW U OF I, ID US","2020-08","0.05",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-09","0.68",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-10","3.00",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-11","3.33",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2020-12","3.00",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-01","3.98",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-02","3.10",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-03","1.47",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-04","0.52",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-05","0.69",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-06","0.87",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-07","0.05",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-08","0.59",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-09","0.93",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-10","1.94",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-11","5.33",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2021-12","3.88",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-01","2.89",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-02","1.56",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-03","2.66",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-04","3.17",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-05","3.38",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-06","4.81",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-07","0.68",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-08","0.15",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-09","2.35",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-10","1.93",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-11","5.75",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2022-12","4.15",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-01","1.45",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-02","1.00",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-03","1.93",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-04","2.43",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-05","2.60",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-06","0.92",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-07","0.07",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-08","0.89",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-09","1.04",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-10","1.55",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-11","3.13",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2023-12","3.13",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-01","2.91",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-02","2.92",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-03","2.18",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-04","1.85",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-05","1.72",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-06","1.31",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-07","0.07",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-08","0.60",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-09","1.20",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-10","1.37",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-11","4.72",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2024-12","3.91",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-01","1.99",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-02","3.84",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-03","2.89",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-04","0.86",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-05","1.66",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-06","0.10",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-07","0.11",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-08","0.30",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-09","0.89",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-10","1.34",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-11","3.33",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2025-12","8.02",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2026-01","2.08",",,,7"
"USC00106152","MOSCOW U OF I, ID US","2026-02","3.31",",,,7"
